,Text,Sentiment Score,Sentiment Label
874,lebaran           kemarin         perdana      kkn           desa         tari          tayang       excited       bgt          penasaran   gak          rem         lebaran      sewu,3.0,positif
875,film              kalah           bagus        kkn           desa         tari          https        co            whpanm       z,0.0,netral
876,chikiballisgood   desa            tari,0.0,netral
877,moviemenfes       kkn             desa         tari          porno,0.0,netral
878,badarawuhi        gak             ikut         kutip         film         kkn           desa         tari          https        co          eronygrpdc,0.0,netral
879,cenayangfilm      kkn             desa         tari          bunuh,0.0,netral
880,kisah             kkn             desa         tari          ambil        kisah         nyata        mahasiswa     kkn          desa        tonton       https       co           nyioqarhhl,0.0,netral
881,usul              badarawuhi      film         kkn           desa         tari          doyan        wik           wik          penasran    film         tonton      https        co,0.0,netral
882,movie             kkn             desa         tari          full         movie         https        co            nyioqarhhl   lupa        like         share       follow,3.0,positif
883,film              warkop          dki          reborn        nya          rako          prijanto     biang         kerok        film        film         asun        mawardi      danur,0.0,netral
884,starfess          ilichil         nari         poco          nari         saman         pake         sarung        dreamies     wahana      kkn          desa        tari         ngevlog,0.0,netral
885,kkn               desa            tari         bosan         lupa         dah           tengok       movie         ni           lepas       lepas        tu          takda        mood,0.0,netral
886,asih              encanto         danur        kkn           desa         tari,0.0,netral
887,kkn               desa            tari         https         co           dpcgxps       ah           paku          kuntilanak   https       co           qpdgo       ilty         tali,0.0,netral
888,seventeenxgyu     korupsi         kolusi       nepotisme     kkn          desa          tari,0.0,netral
889,tudys             wendy           kkn          ape           desa         tari,0.0,netral
890,dwianggaf         kkn             desa         tari          ae           ngga,0.0,netral
891,gimana            xixixi          nih          lanjut        fakta        fakta         kkn          desa          tari         tahu        tiser        ad          fakta        yg,0.0,netral
892,habis             bahas           cerita       kkn           desa         tari          ga           lengkap       engga        mana        lokasi       desa        tari         xixixi,0.0,netral
893,tuju              abdi            setan        muncul        film         horror        level        kecuali       kkn          desa        tari         semi        nya          njir,0.0,netral
894,udah              ga              asing        cerita        kkn          desa          tari         bega          lengkap      dengerin    cerita       misteri     tin          lagu,0.0,netral
895,oke               review          kkn          desa          tari         luwih         dowo         luwih         medeni       https       co           u           vf           xhuvh,0.0,netral
896,moviemenfes       kkn             desa         tari,0.0,netral
897,najaemtekin       kmrn            aja          main          kkn          desa          tari,0.0,netral
898,kkn               desa            tari         opo           maneh        iki           https        co            eu           odckt,0.0,netral
899,film              kalah           bagus        kkn           desa         tari          https        co            whpanm       z,0.0,netral
900,,0.0,netral
901,kali              movie          date         nonton         kkn          desa         tari           film        nya          ga         gitu         rem          visual     hantu,0.0,netral
902,yaegyuji          haahhh         astaga       gitu           ya           film         horor          indo        bagus        lho        kemaren      film         horor      indo,0.0,netral
903,badarawuhi        gak            ikut         kutip          film         kkn          desa           tari        https        co         eronygrpdc,0.0,netral
904,nct               menfess        wayv         transjakarta   nct          dream        akrab          hantu       wahana       kkn        desa         tari         nct        dream,2.0,positif
905,geleng            samar          samar        wajah          laksmi       sesat        desa           windualit   korban       demit      tari         alas         mayit      pulang,-1.0,negatif
906,kisah             kkn            desa         tari           ambil        kisah        nyata          mahasiswa   kkn          desa       tonton       https        co         nyioqarhhl,0.0,netral
907,usul              badarawuhi     film         kkn            desa         tari         doyan          wik         wik          penasran   film         tonton       https      co,0.0,netral
908,movie             kkn            desa         tari           full         movie        https          co          nyioqarhhl   lupa       like         share        follow,3.0,positif
909,kkn               desa           tari         produksi       md           pictures     pichouse       films       https        co         apwzkkjzhb,0.0,netral
910,leeknyaw          korupsi        kolusi       nepotisme      kkn          desa         tari,0.0,netral
911,nct               menfess        renjun       citayem        fashion      week         jeno           jaemin      goyang       bang       jali         dreamies     wah        kkn,0.0,netral
912,nct               menfess        nct          daily          sub          bahasa       jawa           edisi       jaemin       jeno       sepeda       akun         official   jeno,0.0,netral
913,nct               menfess        nct          dream          masuk        wahana       kkn            desa        tari,1.0,positif
914,nct               dream          indonesia    akrab          badarawuhi   pas          main           wahana      kkn          desa       tari         renjun       citayem    fashion,1.0,positif
915,jeno              jaemin         many         experiences    indonesia    volunteer    bantargebang   bekas       meet         sultan     andara       joget        bang       jali,0.0,netral
916,convomf           kkn            desa         tari,0.0,netral
917,nct               dream          nyoba        wahana         kkn          desa         tari           nct         dream        salim      muh          makinn       ga         masuk,2.0,positif
918,nctzenbase        idol           wahana       desa           tari         wkwk,0.0,netral
919,serba             serbi          nct          dream          indo         renjun       citayem        fashion     week         akrab      badarawuhi   pas          main       wahana,1.0,positif
920,historivitae      hayden         poster       film           kkn          desa         tari,0.0,netral
921,historivitae      hayden         poster       film           kkn          desa         tari,0.0,netral
922,convomf           kkn            desa         tari           wkwk,0.0,netral
923,naravitaminz      pls            iyaaa        kek            kkn          desa         tari           pake        cut          uncut      plsss,-1.0,negatif
924,convomf           kkn            desa         tari,0.0,netral
925,mala              udah           kaya         kkn            desa         tari,0.0,netral
926,manoj             punjabi        umum         kkn            desa         tari         tayang         https       co           ei         acvzyu,0.0,netral
927,apaapaansi        desa           tari         gak            tuh,0.0,netral
928,film              kalah          bagus        kkn            desa         tari         https          co          whpanm       z,0.0,netral
929,malem             malem          tetangga     muter          lagu         banyuwangi   kenceng        bgt         etss         langsung   keinget      salah        scene      kkn,0.0,netral
930,film              kalah          kkn          desa           tari         yg           tempat         posisi      dasar        film       yg           angkat       daei       thread,0.0,netral
931,badarawuhi        gak            ikut         kutip          film         kkn          desa           tari        https        co         eronygrpdc,0.0,netral
932,ayu               berangkat      kkn          per            film         kkn          desa           tari        https        co         q            w            ttvwnl,0.0,netral
933,resthourminimum   lg             kkn          desa           tari         yak,0.0,netral
934,kisah             kkn            desa         tari           ambil        kisah        nyata          mahasiswa   kkn          desa       tonton       https        co         nyioqarhhl,0.0,netral
935,usul              badarawuhi     film         kkn            desa         tari         doyan          wik         wik          penasran   film         tonton       https      co,0.0,netral
936,manoj             punjabi        nonton       jam            mentah       film         kkn            desa        tari         https      co           vb           c          satmn,0.0,netral
937,movie             kkn            desa         tari           full         movie        https          co          nyioqarhhl   lupa       like         share        follow,3.0,positif
938,manoj             punjabi        wartawan     kait           strategi     film         kkn            desa        tari         https      co           cpkyuf       nch,0.0,netral
939,kkn               desa           tari         simpleman      flyfbp       https        co             eexhytzdy   https        co         pre          skqazz,0.0,netral
940,kkn               desa           tari         j              kcs          c            https          co          hfujxj       zp         https        co           tzs        qeetjf,0.0,netral
941,modus             kkn            desa         tari           https        co           hichbzz        f,0.0,netral
942,manoj             punjabi        pilih        casting        per          film         kkn            desa        tari         https      co           jmuqulnkvp,0.0,netral
943,jokoanwar         pegawai        negeri       kkn            bikin        konsep       horor          remake      desa         tari       kkn,0.0,netral
944,penasaran         lokasi         film         kkn            desa         tari         manoj          punjabi     https        co         ckehlrjjn,0.0,netral
945,tanyarlfes        kkn            desa         tari           pesan        moral        sagapung,0.0,netral
946,kendala           syuting        film         kkn            desa         tari         langsung       manoj       punjabi      https      co           qmba         yzhlu,0.0,netral
947,mvs               maaf           ngelanggar   nonton         kkn          desa         tari           nih         yg           nonton     bareng       ngelanggar   w          hapus,0.0,netral
948,befourjune        kkn            desa         tari,0.0,netral
949,kkn               desa           tari,0.0,netral
950,zoobabystation    nonton         film         co             driver       film         kayak          kkn         desa         tari       nonton       ya           aja        seh,0.0,netral
951,sapihujann        marketingnya   jago         mor            kek          kkn          desa           tari        goreng       terussss,0.0,netral
952,tanyarlfes        kkn            desa         tari           ngentot      sembarang,0.0,netral
953,tanyarlfes        udah           yg           gampang        film         kkn          desa           tari        pesan        moral      mana         tempat       sopan      hormat,0.0,netral
954,harga             tiket          kkn          desa           tari,0.0,netral
955,keepersanemi      ayo            sanemi       tulis          kalimat      koreksi      shinobu        pulang      rekan        rekan      habis        libur        inap       desa,0.0,netral
956,kkn               desa           tari         ngelihat       anya         ngereog,0.0,netral
957,seputartetangga   ajak           murid        smk            sih          nonton       film           kelas       request      film       horor        indeed       kkn        desa,0.0,netral
958,kemarin           nonton         kkn          desa           tari         sampe        bawa           suasana     nya,0.0,netral
959,bolohoooooooo     fesss          mba          suka           baca         novel        ga             novel       isi          tulis      doang        ya           bilang     cerita,4.0,positif
960,film              sewu           dino         garap          kimo         stamboel     manoj          punjabi     jamin        seram      film         kkn          desa       tari,0.0,netral
961,film              kalah          bagus        kkn            desa         tari         https          co          whpanm       z,0.0,netral
962,badarawuhi        gak            ikut         kutip          film         kkn          desa           tari        https        co         eronygrpdc,0.0,netral
963,faktonei          detikcom       detiksumut   bneran         film         debut        kkn            desa        tari         wkwkwk     tp           jd           mua        sfxnya,0.0,netral
964,zxxdxn            skenario       putusnyo     lantak         nak          fokus        skripsi        selingkuh   pas          kkn        men          slingkuh     moga       bae,0.0,netral
965,tanyakanrl        nggak          twitter      cerita         kkn          desa         tari,0.0,netral
966,kisah             kkn            desa         tari           ambil        kisah        nyata          mahasiswa   kkn          desa       tonton       https        co         nyioqarhhl,0.0,netral
967,usul              badarawuhi     film         kkn            desa         tari         doyan          wik         wik          penasran   film         tonton       https      co,0.0,netral
968,movie             kkn            desa         tari           full         movie        https          co          nyioqarhhl   lupa       like         share        follow,3.0,positif
969,harga             tiket          kkn          desa           tari,0.0,netral
970,kejorapurnama     bandung        real         place          desa         tari         shit           literally   go,-4.0,negatif
971,arafunetetsuji    wow            jual         tinggi         kaya         kkn          desa           tari        ga           sih        jelek,4.0,positif
972,moviemenfes       kkn            desa         tari           since        des          https          co          j            bzmye,0.0,netral
973,lucu              bahas          jelek        bagus          yg           bales        pake           angka       ekwkkwkk     kkn        desa         tari         tonton     banget,0.0,netral
974,imigrran          remake         film         kkn            desa         tari         dung           wkwk,0.0,netral
975,moviemenfes       nonton         kkn          desa           tari         min          seru           gin         https        co         ql           rbdrs,0.0,netral
976,moviemenfes       kkn            desa         tari           bareng       doi          kak            aku         takut        doi        gak          takut        buka       mata,0.0,netral
977,katarsismanis     desa           tari         breakdance     jagakarsa    ahahahah,0.0,netral
978,lobi              bareng         gudang       ruang          laundry      pantry       yg             liat        housing      tuh        pencil       hutan        malem      gelap,0.0,netral
979,beyournoona       kaya           cerita       kkn            desa         tari         gitu           yaa         jiwa         nya        aja          fisik        nya,0.0,netral
980,moviemenfes       kkn            desa         tari           ahahah       taun,0.0,netral
981,avengers          eg             kkn          desa           tari         avengers     iw             spiderman   nwh          dr         strange      mom          warkop     dki,-5.0,negatif
982,sbyfess           kalo           suka         alam           sih          nder         pantai         gunung      kidul        bebas      kali         adem         gunung     api,0.0,netral
983,nonton            bioskop        kkn          desa           tari         dibayarin    temen          mo          booking      kaget      larang       wkwkk,0.0,netral
984,harga             tiket          bioskop      kkn            desa         tari,0.0,netral
985,wownoou           unfriendless   kkn          desa           tari         kak,0.0,netral
986,film              kalah          bagus        kkn            desa         tari         https          co          whpanm       z,0.0,netral
987,badarawuhi        gak            ikut         kutip          film         kkn          desa           tari        https        co         eronygrpdc,0.0,netral
988,kisah             kkn            desa         tari           ambil        kisah        nyata          mahasiswa   kkn          desa       tonton       https        co         nyioqarhhl,0.0,netral
989,moviemenfes       kkn            desa         tari,0.0,netral
990,moviemenfes       kkn            desa         tari,0.0,netral
991,usul              badarawuhi     film         kkn            desa         tari         doyan          wik         wik          penasran   film         tonton       https      co,0.0,netral
992,movie             kkn            desa         tari           full         movie        https          co          nyioqarhhl   lupa       like         share        follow,3.0,positif
993,moviemenfes       kkn            desa         tari           udh          bgt          woyyy,0.0,netral
994,kit               bedah          lirik        alu            sinden       dhat         ost            kkn         desa         tari       luwih        dowo         luwih      medeni,0.0,netral
995,moviemenfes       kkn            desa         tari,0.0,netral
996,moviemenfes       kkn            desa         tari           uncut,0.0,netral
997,merinding         live           dhat         kit            hajat        kkn          desa           tari        luwih        dowo       luwih        medeni       https      co,0.0,netral
998,moviemenfes       sepi           jelek        nder           rame         bahas        bagus          contoh      kkn          desa       tari         rame         bahas      gua,0.0,netral
999,moviemenfes       desember       kmrn         pas            mlm          nonton       kkn            desa        tari         sm         mas          crush        wkwk,-1.0,negatif
